Id,Url,URL_Length,Having_AT,is_IP,Alexa_Rank,No_of_SubDomain,Prefix_Suffix,url_anchor,Links_in_Tags,URL_Redirect,SSL_FinalState,Sfh,Mailto,Links_pointing,Domain_Age,Domain_Registration_Age,Phishy
5897559,https://oamorelindo.000webhostapp.com/2/dadospessoais.php,57,No,No,3782,1,No,50,0,FALSE,-1,1,1,1,1008,1182,Yes
5897551,https://www.ib-939.ga/ib.absa.x/passcode_verification.php?cmd=login_submit&amp;id=44f03d665a10fd72e2b45a4d966c99aa44f03d665a10fd72e2b45a4d966c99aa&amp;session=44f03d665a10fd72e2b45a4d966c99aa44f03d665a10fd72e2b45a4d966c99aa,223,No,No,2147483647,1,Yes,-1,-1,FALSE,-1,-1,-1,-1,0,0,Yes
5897508,http://x.co/mondamex01,22,No,No,1282626,1,No,96,82,TRUE,-1,1,1,1,3219,798,Yes
5897505,http://milcuentos.mx/wp-content/uploads/2018/12/absa/index.htm,62,No,No,14718482,1,No,31,85,TRUE,-1,1,1,0,-1,-1,Yes
5897504,http://cevafastlogistics.chrisexpresslogistics.net/,51,No,No,2147483647,1,No,-1,-1,FALSE,-1,-1,-1,-1,327,37,Yes
5897503,http://bestchanhe.net.ru,24,No,No,2147483647,1,No,-1,-1,FALSE,-1,-1,-1,-1,7888,167,Yes
5897463,http://cevafastlogistics.com/,29,No,No,2147483647,1,No,-1,-1,FALSE,-1,-1,-1,-1,189,175,Yes
5897450,http://bestchanfe.pp.ru/,24,No,No,2147483647,1,No,-1,-1,FALSE,-1,-1,-1,-1,7888,167,Yes
5897358,https://bagdrostas.com/absa/ib.absa.x/passcode_verification.php,63,No,No,2147483647,1,No,-1,-1,FALSE,-1,-1,-1,-1,0,0,Yes
5897357,http://129.232.224.13/images/absa/php/oform2.html,49,No,Yes,2147483647,1,No,100,100,FALSE,-1,1,1,0,-1,-1,Yes
5897344,https://pakbrotraders.com/wp-content/log/linkedin/Linkedin/SignIn.php?/login-to-view-=,86,No,No,2147483647,1,No,-1,-1,FALSE,-1,-1,-1,-1,61,303,Yes
5897343,http://www.4brothersroofers.com/biggieimpfile/lovefileindocu/update/,68,No,No,2147483647,1,No,0,79,TRUE,-1,1,1,1,2184,6,Yes
5897342,http://iohuigyutyctxd.000webhostapp.com/gfhjhkj/Yahoo_Verification/Yahoo_Verification/,86,No,No,3782,1,No,100,0,FALSE,-1,1,1,1,1008,1182,Yes
5897341,http://iohuigyutyctxd.000webhostapp.com/gfhjhkj/Yahoo_Verification/Yahoo_Verification,85,No,No,3782,1,No,100,0,FALSE,-1,1,1,1,1008,1182,Yes
5897337,http://telisas.com/Adobe/PDF/georgetrent2941.html,49,No,No,9182818,1,No,46,93,TRUE,-1,1,1,1,4314,434,Yes
5897336,http://account-sec.gunesaydin.com/ppl/customer_center/customer-IDPP00C457/,74,No,No,2147483647,1,No,-1,-1,FALSE,-1,-1,-1,-1,666,63,Yes
5897333,https://www.ib-939.cf/ib.absa.x/passcode_verification.php?cmd=login_submit&amp;id=926fb8910e1fa7fdf2b3c5f640b5d465926fb8910e1fa7fdf2b3c5f640b5d465&amp;session=926fb8910e1fa7fdf2b3c5f640b5d465926fb8910e1fa7fdf2b3c5f640b5d465,223,No,No,2147483647,1,Yes,-1,-1,FALSE,-1,-1,-1,-1,0,0,Yes
5897330,https://emea01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.popinternet.com.br%2Fdelio%2Fprime%2Fbaalhabib%2Fbanking.php&amp;data=02%7C01%7Cfaisal.shaikh%40mcb.com.pk%7C4747bc107c1d422d3efb08d6745d26eb%7Cf930b90766824b31aff713046439494f%7C0%7C0%7C636824340763215394&amp;sdata=J%2BT46Sk8uZf6EYFyu5MPhoEZ6fxrimFR79ZducDxj7E%3D&amp;reserved=0,350,No,No,4061,3,No,100,100,TRUE,1,1,1,0,-1,-1,Yes
5897316,http://cursodemilagros.cl/2scandocument/2scandocumentfilemanager___________sunnyx02viagoogledocumentspreview/Googledoc,118,No,No,17730374,1,No,-1,100,FALSE,-1,1,1,-1,275,455,Yes
5897317,http://cursodemilagros.cl/2scandocument/2scandocumentfilemanager___________sunnyx02viagoogledocumentspreview/Googledoc/,119,No,No,17730374,1,No,-1,100,FALSE,-1,1,1,-1,275,455,Yes
5897315,https://hub-tec.com/html/banks/Simplii/?sessionid=5e639134cbdf89db4243214a433b2426&amp;securessl=true,101,No,No,2147483647,1,Yes,-1,100,FALSE,0,1,1,-1,2354,201,Yes
5897313,http://clwstl.com/chase00/verification/step2.php?cmd=login_submit&amp;id=da5496c882aab71389dab39e9cbbd0cbda5496c882aab71389dab39e9cbbd0cb&amp;session=da5496c882aab71389dab39e9cbbd0cbda5496c882aab71389dab39e9cbbd0cb,214,No,No,2147483647,1,No,-1,100,TRUE,-1,1,1,-1,950,144,Yes
5897312,http://clwstl.com/chase00/verification/step1.php?cmd=login_submit&amp;id=794689da2857de39f70ea2fe7fd4d103794689da2857de39f70ea2fe7fd4d103&amp;session=794689da2857de39f70ea2fe7fd4d103794689da2857de39f70ea2fe7fd4d103,214,No,No,2147483647,1,No,-1,100,TRUE,-1,1,1,-1,950,144,Yes
5897311,http://clwstl.com/chase00/verification/login.php,48,No,No,2147483647,1,No,-1,100,TRUE,-1,1,1,-1,950,144,Yes
5897308,http://account-sec.gunesaydin.com/ppl/customer_center/customer-IDPP00C457/myaccount/signin/?country.x=US&locale.x=en_US,119,No,No,2147483647,1,No,-1,-1,FALSE,-1,-1,-1,-1,666,63,Yes
5897307,http://account-sec.gunesaydin.com/ppl/customer_center/customer-IDPP00C457,73,No,No,2147483647,1,No,-1,-1,FALSE,-1,-1,-1,-1,666,63,Yes
5897306,http://account-sec.gunesaydin.com/ppl/customer_center/customer-IDPP00C457/myaccount/signin/,91,No,No,2147483647,1,No,-1,-1,FALSE,-1,-1,-1,-1,666,63,Yes
5897305,http://account-sec.gunesaydin.com/ppl/customer_center/customer-IDPP00C457/myaccount/signin,90,No,No,2147483647,1,No,-1,-1,FALSE,-1,-1,-1,-1,666,63,Yes
5897300,https://greenxgate.ml/ow/Mailbox/Mailbox/webmail.php?email=nobody@example.com,77,Yes,No,2147483647,1,No,-1,-1,FALSE,-1,-1,-1,-1,0,0,Yes
5897298,https://scadabushone.com/wp-includes/ccsh/index.html,52,No,No,2147483647,1,No,100,0,TRUE,0,1,1,0,72,292,Yes
5897297,https://tostoquickfire.ca/maintance-pro/drop/Login.html,55,No,No,3169453,1,No,-1,-1,FALSE,-1,-1,-1,-1,1723,102,Yes
5897295,https://serinitidiamond.com/index/new%20hotmail/,48,No,No,7195703,1,No,0,94,FALSE,0,1,1,0,-1,-1,Yes
5897292,https://ebizzasia.com/images/1/dobe/adb/home/error.php,54,No,No,9118706,1,No,-1,100,FALSE,0,1,1,-1,5978,1691,Yes
5897291,https://ebizzasia.com/images/1/dobe/adb/home/index.php,54,No,No,9118706,1,No,-1,100,FALSE,0,1,1,-1,5978,1691,Yes
5897290,https://gaierotp.com/welss/verify2.html,39,No,No,2147483647,1,No,16,86,FALSE,0,1,1,1,266,98,Yes
5897289,https://gaierotp.com/welss/itsyour.html,39,No,No,2147483647,1,No,16,86,FALSE,0,1,1,1,266,98,Yes
5897288,https://gaierotp.com/welss/aver.html,36,No,No,2147483647,1,No,16,86,FALSE,0,1,1,1,266,98,Yes
5897286,https://gaierotp.com/welss/,27,No,No,2147483647,1,No,16,86,FALSE,0,1,1,1,266,98,Yes
5897285,https://landika.us/cepol-llc/capol-llc/f99397203505784882de1ed68a46e59d/,72,No,No,2147483647,1,No,100,0,FALSE,0,0,1,0,-1,-1,Yes
5897281,http://cursodemilagros.cl/tablet/07487685448/latest-onedrive/microsoft.php,74,No,No,17730374,1,No,-1,100,FALSE,-1,1,1,-1,275,455,Yes
5897280,http://menathome.net/storage092/site/index.html,47,No,No,2147483647,1,No,100,2,FALSE,-1,0,1,1,-1,-1,Yes
5897278,http://freefecebook.netne.net/,30,No,No,2147483647,1,No,100,0,FALSE,-1,1,1,1,3618,399,Yes
5897275,https://kotzen.co.za/images/absa/php/oform2.html,48,No,No,2147483647,1,No,-1,100,FALSE,0,1,1,-1,0,0,Yes
5897274,http://melihozyurt.com/cor.scin/sc1.php,39,No,No,2147483647,1,No,100,100,TRUE,-1,1,1,-1,878,216,Yes
5897273,https://dominic-rivard.net/absa/php/oform2.html,47,No,No,2147483647,1,Yes,-1,-1,FALSE,-1,-1,-1,-1,0,0,Yes
5897272,http://108.167.183.115/rnos/htmlFiles/oform2.html,49,No,Yes,2147483647,1,No,-1,100,FALSE,-1,1,1,-1,-1,-1,Yes
5897269,http://arronxxsmith.gq/vixen/AT&amp;T,37,No,No,2147483647,1,No,-1,-1,FALSE,-1,-1,-1,-1,-1,-1,Yes
5897268,http://arronxxsmith.gq/tmm/AT&amp;T,35,No,No,2147483647,1,No,-1,-1,FALSE,-1,-1,-1,-1,-1,-1,Yes
5897267,http://soakpigeon.com/Best_Wells/en/MEEE/long/online-account/security/auth/1/inner_page.html?a63f0978285031cd14d7f258a386b7a7-a63f0978285031cd14d7f258a386b7a7-a63f0978285031cd14d7f258a386b7a7-a63f0978285031cd14d7f258a386b7a7-a63f0978285031cd14d7f258a386b7a7-a63f0978285031cd14d7f258a386b7a7-a63f0978285031cd14d7f258a386b7a7,323,No,No,2147483647,1,No,-1,-1,FALSE,-1,-1,-1,-1,41,323,Yes
5897266,http://soakpigeon.com/Best_Wells/en/MEEE/long/online-account/security/auth/1/login.php,86,No,No,2147483647,1,No,-1,-1,FALSE,-1,-1,-1,-1,41,323,Yes
5897261,https://kingsfordiet.com/order/new%20excel/index.php,52,No,No,2147483647,1,No,-1,-1,FALSE,0,-1,-1,-1,-1,-1,Yes
5897257,https://nebco.ro/invoice/db/,28,No,No,2147483647,1,No,0,96,FALSE,0,1,1,1,0,0,Yes
5897250,http://sagawa-bu.com/pp.html,28,No,No,2147483647,1,Yes,-1,-1,FALSE,-1,-1,-1,-1,-1,-1,Yes
5897249,http://sciples.com/includes/us/delta.com/index.php,50,No,No,2147483647,1,No,-1,100,FALSE,-1,1,1,-1,486,243,Yes
5897248,http://sagawa-bu.com/,21,No,No,2147483647,1,Yes,-1,-1,FALSE,-1,-1,-1,-1,-1,-1,Yes
5897247,http://harlancyclones.com/includes/us/delta.com/index.php,57,No,No,2147483647,1,No,-1,-1,FALSE,-1,-1,-1,-1,5107,370,Yes
5897244,https://mail-08u877654654424567.000webhostapp.com/,50,No,No,3782,1,No,100,0,FALSE,-1,1,1,1,1008,1182,Yes
5897242,https://storefr.000webhostapp.com/iforgot.apple/Conecte/Apple/Fr/home/auth/,75,No,No,3782,1,No,50,0,FALSE,-1,1,1,1,1008,1182,Yes
5897236,https://www.cedrus.md/wordpress5/wp-content/themes/twentynineteen/sass/piled.php?a=jim@thejimburkefamily.com,108,Yes,No,2147483647,1,No,-1,-1,FALSE,0,-1,-1,-1,0,0,Yes
5897237,http://hiiweb.com/include/us/delta.com/index.php,48,No,No,2147483647,1,No,100,7,FALSE,-1,0,1,1,5992,216,Yes
5897234,http://ngoforum.or.ug/latest/PackageTrackrExpressDelivery/logisticscargoservices/AutoDHL/REF/DHL1482017/DHL/Exp/index.html,122,No,No,1870822,1,No,19,92,TRUE,-1,1,1,1,0,0,Yes
5897232,https://www.puspita.es/paypal-support/myaccount/info/index.php,62,No,No,2147483647,1,No,-1,100,FALSE,0,1,1,-1,0,0,Yes
5897231,https://www.puspita.es/paypal-support/myaccount/,48,No,No,2147483647,1,No,-1,100,FALSE,0,1,1,-1,0,0,Yes
5897221,https://jalan-kucing.ml/SECURE.html,35,No,No,2147483647,1,Yes,-1,-1,FALSE,-1,-1,-1,-1,0,0,Yes
5897217,https://netflixyou.ml/.sparkmail/spark.co.nz/xtramail/signin/,61,No,No,2147483647,1,No,-1,-1,FALSE,-1,-1,-1,-1,0,0,Yes
5897211,http://www.sfniiogaz.ru/cgi/jss-sfniiogaz,41,No,No,15764753,1,No,-1,100,TRUE,-1,1,1,-1,3955,61,Yes
5897206,http://www.sfniiogaz.ru/cgi/jss-sfniiogaz/tfjyjc=/myaccount/Biiling/,68,No,No,15764753,1,No,-1,100,TRUE,-1,1,1,-1,3955,61,Yes
5897205,https://confirm-informations-paypal.com/e6e79ca18acca3fadda96cf6bb1a39dfYTk0YjhmMmY4MTg5NTJjMmExM2M1YWUyMWEwOWJkNjU=/myaccount/information/,139,No,No,2147483647,1,Yes,-1,-1,FALSE,-1,-1,-1,-1,0,0,Yes
5897196,http://mailhaitian.com/update/index.php?email=gunilla.gustavsson@atradius.com,77,Yes,No,2147483647,1,No,-1,-1,FALSE,-1,-1,-1,-1,304,60,Yes
5897194,http://happy-abroad.com/customer_center/customer-IDPP00C498/myaccount/signin,76,No,No,2147483647,1,Yes,-1,100,FALSE,-1,1,1,-1,-1,-1,Yes
5897195,http://happy-abroad.com/customer_center/customer-IDPP00C498/myaccount/signin/,77,No,No,2147483647,1,Yes,-1,100,FALSE,-1,1,1,-1,-1,-1,Yes
5897193,http://betazonasegura.vvicabcp.ga/iniciar-sesion,48,No,No,2147483647,1,No,-1,-1,FALSE,-1,-1,-1,-1,0,0,Yes
5897192,http://vvicabcp.ga,18,No,No,2147483647,1,No,-1,-1,FALSE,-1,-1,-1,-1,0,0,Yes
5897191,http://betazonasegura.vvicabcp.ga,33,No,No,2147483647,1,No,-1,-1,FALSE,-1,-1,-1,-1,0,0,Yes
5897190,http://esferasecurity.com,25,No,No,2147483647,1,No,-1,-1,FALSE,-1,-1,-1,-1,40,324,Yes
5897188,http://securite-mise-a-jours.com/appsuite/,42,No,No,2147483647,1,Yes,-1,-1,FALSE,-1,-1,-1,-1,37,327,Yes
5897187,http://mon-compte-online.com/login-fr/,38,No,No,2147483647,1,Yes,-1,-1,FALSE,-1,-1,-1,-1,37,327,Yes
5897183,http://saku.fanclug.free.fr/e898f2b9aca62d060a5ba9c324fa4b7b/?rand=eiMryzXUtCFPsHOioAt2gwiNqw0DqqjFJ57hF4c8HRYazNsXnW&amp;emailmessage-id:,138,No,No,2147483647,2,No,100,0,FALSE,-1,0,1,1,7275,312,Yes
5897179,https://haithongdat.vn/cgi-install/jss-ID3/,43,No,No,18755376,1,No,100,0,TRUE,0,0,1,1,-1,-1,Yes
5897176,http://ngoforum.or.ug/New_Order/indexxx/signdoc,47,No,No,1870822,1,No,19,92,TRUE,-1,1,1,1,0,0,Yes
5897177,http://ngoforum.or.ug/New_Order/indexxx/signdoc/,48,No,No,1870822,1,No,19,92,TRUE,-1,1,1,1,0,0,Yes
5897171,https://hfghklfgijki568yohgif.000webhostapp.com/chase-sign-on/chase-sign-on/sign-on/secure/T.Goe/index.html,107,No,No,3782,1,No,50,0,FALSE,-1,1,1,1,1008,1182,Yes
5897170,https://fourfold-sentries.000webhostapp.com/chase.Bank-full/chase.Bank/sign-on/secure/T.Goe/index.html,102,No,No,3782,1,No,50,0,FALSE,-1,1,1,1,1008,1182,Yes
5897168,http://web-portal-banchile-aumento-cupo-credichile-personas-cl.gq/confirmacion/a/ingresedispositivo_errors.html?bancochile-web/persona/login/index.html#/reactivacion-clave-bloqueadap,182,No,No,2147483647,1,Yes,-1,-1,FALSE,-1,-1,-1,-1,-1,-1,Yes
5897166,http://web-portal-banchile-aumento-cupo-credichile-personas-cl.gq/confirmacion/a/ingresedispositivo.html?bancochile-web/persona/login/index.html#/alerta-bloqueo,160,No,No,2147483647,1,Yes,-1,-1,FALSE,-1,-1,-1,-1,-1,-1,Yes
5897165,http://web-portal-banchile-aumento-cupo-credichile-personas-cl.gq/confirmacion/Loginerror.html?error_clave_ingrese_nuevamente_web-bancochile-error,146,No,No,2147483647,1,Yes,-1,-1,FALSE,-1,-1,-1,-1,-1,-1,Yes
5897164,http://web-portal-banchile-aumento-cupo-credichile-personas-cl.gq/confirmacion/Login.htm,88,No,No,2147483647,1,Yes,-1,-1,FALSE,-1,-1,-1,-1,-1,-1,Yes
5897146,https://office365portal.info,28,No,No,2147483647,1,No,-1,-1,FALSE,0,-1,-1,-1,37,327,Yes
5897110,http://universidadebrasil.edu.br/ead/title/desktop/conta/inicio119290181912.php,79,No,No,155568,1,No,-1,100,TRUE,-1,1,1,-1,-1,-1,Yes
5897091,https://readytosayido.com/coxx/COX/,35,No,No,2147483647,1,No,-1,0,TRUE,0,1,1,-1,4224,158,Yes
5897089,http://buydesignerjewelleryuk.com/wp-includes/secured/OneDrive-Could/login.php?cmd=login_submit&amp;id=c698584e84fe2d5b667aa40ac65f58dec698584e84fe2d5b667aa40ac65f58de&amp;session=c698584e84fe2d5b667aa40ac65f58dec698584e84fe2d5b667aa40ac65f58de,244,No,No,2147483647,1,No,-1,100,FALSE,-1,1,1,-1,-1,-1,Yes
5897087,http://buydesignerjewelleryuk.com/wp-includes/secured/OneDrive-Could/login.php?cmd=login_submit&amp;id=2fa15af0f8056ef1c2a00902fd109be82fa15af0f8056ef1c2a00902fd109be8&amp;session=2fa15af0f8056ef1c2a00902fd109be82fa15af0f8056ef1c2a00902fd109be8,244,No,No,2147483647,1,No,-1,100,FALSE,-1,1,1,-1,-1,-1,Yes
5897082,http://buydesignerjewelleryuk.com/wp-includes/secured/OneDrive-Could/login.php?cmd=login_submit&amp;id=95e3a7cdbd0183ae528b1e80439ade5995e3a7cdbd0183ae528b1e80439ade59&amp;session=95e3a7cdbd0183ae528b1e80439ade5995e3a7cdbd0183ae528b1e80439ade59,244,No,No,2147483647,1,No,-1,100,FALSE,-1,1,1,-1,-1,-1,Yes
5897074,"http://secure.runescape.com-l.cz/m=weblogin/loginform.ws782,402,402,224,5",73,No,No,1913228,2,Yes,-1,100,TRUE,-1,1,1,-1,397,-34,Yes
5897073,http://nuqbas.com/yes/Miroffice/manual/index.php?email=,55,No,No,2147483647,1,No,-1,100,TRUE,-1,1,1,-1,-1,-1,Yes
5897072,https://family-pt.com/checker/view/verification/DA9797M45D2DM38B326N/wallet.php,79,No,No,3959926,1,Yes,96,42,FALSE,0,1,1,1,3662,354,Yes
5897059,https://puskom.unpas.ac.id/wp-content/plugins/tablepress/IndeXxx.html,69,No,No,52272,1,No,-1,100,FALSE,-1,1,1,-1,-1,-1,Yes
5897027,https://noyhx3j86jqmn67gzeipxg-on.updog.co/paypal.com/us/webapps/mpp/pay-on-ebay/,81,No,No,116028,1,No,100,50,FALSE,0,1,1,1,1895,294,Yes
5897026,http://wump.io/online/,22,No,No,2147483647,1,No,-1,100,FALSE,-1,1,1,-1,338,26,Yes
5897024,http://viabcvp.com,18,No,No,17681537,1,No,100,100,FALSE,-1,1,1,1,38,326,Yes
5897023,http://viabcvp.com/,19,No,No,17681537,1,No,100,100,FALSE,-1,1,1,1,38,326,Yes
5897003,http://xoinsky.flywheelsites.com/wp-content/themes/twentysixteen/1.html,71,No,No,43931,1,No,-1,-1,FALSE,-1,-1,-1,-1,2328,227,Yes
5896998,http://emeraldheightsfaridabad.net/images/dhl2019/MRFIJH/login.php,66,No,No,2147483647,1,No,-1,100,TRUE,-1,1,1,-1,546,183,Yes
5896994,https://bestcharnge.ru,22,No,No,2147483647,1,No,-1,-1,FALSE,0,-1,-1,-1,47,317,Yes
5896975,http://bit.do/eEPkz,19,No,No,43310,1,No,44,0,FALSE,-1,1,1,1,-1,-1,Yes
5896967,https://novogmail2016.webcindario.com/,38,No,No,33848,1,No,100,0,FALSE,0,0,1,0,6559,1475,Yes
5896961,http://news-ghana-afrika.de/anmelden.php?assoc_handle=vm0JACblxH9Gp7IkthN48sWySua6Qn&openid_claim=dN1nSEf7DvmbuHFeZKsW&identifier_select=ZCsq7edr8Wl3fLGwn95Y&pape_max=GOcWAhqZ9HLag2vNsCtlYMUBzFuQJD,197,No,No,2147483647,1,Yes,100,100,FALSE,-1,0,1,-1,-1,-1,Yes
5896960,http://news-ghana-afrika.de/,28,No,No,2147483647,1,Yes,100,100,TRUE,-1,0,1,-1,-1,-1,Yes
5896957,http://eisvegas.de/,19,No,No,2147483647,1,No,100,100,TRUE,-1,0,1,-1,-1,-1,Yes
5896958,http://eisvegas.de/anmelden.php?assoc_handle=GViOJgMUqph9lA6PoczDnNkHEyYC0B&openid_claim=gJhcB48eCHfpb75Pyjmv&identifier_select=Ftnwrmdq9BHG0hMCcoyJ&pape_max=WKkydP5czSnMBaDiOFZ91AoUej4l2v,188,No,No,2147483647,1,No,100,100,FALSE,-1,0,1,-1,-1,-1,Yes
5896944,http://domaine-fenouillet.fr/wp-content/languages/plugins/serv/service/index.php/,81,No,No,8148684,1,Yes,-1,100,FALSE,-1,1,1,-1,4776,336,Yes
5896942,https://cacaosespecialesdecolombia.com/007/attiinnddeexx.php,60,No,No,2147483647,1,No,-1,0,FALSE,0,1,1,-1,252,112,Yes
5896941,https://www.lakosu.com/qääheää/success.php?email=,49,No,No,2147483647,1,No,-1,100,FALSE,0,1,1,-1,143,221,Yes
5896940,https://www.lakosu.com/qääheää/return.php?email=,48,No,No,2147483647,1,No,-1,100,FALSE,0,1,1,-1,143,221,Yes
5896935,http://makeitproduction.com/.web/onedrive/login.php?cmd=login_submit&amp;id=a3a19509a65cfb506466bed221a26952a3a19509a65cfb506466bed221a26952&amp;session=a3a19509a65cfb506466bed221a26952a3a19509a65cfb506466bed221a26952,217,No,No,2147483647,1,No,100,100,FALSE,-1,1,1,1,1822,3,Yes
5896934,https://vica.com.mx/share/ch/share/verificationAttempt.php?sf58gfd1s689sxd2sdf8angf264s9df23sd2f1n495K3L2C151645172991f1477dbd26917ef3822423f62e984a91f1477dbd26917ef3822423f62e984a91f1477dbd,190,No,No,5108057,1,No,66,94,FALSE,0,1,1,1,-1,-1,Yes
5896933,https://rproxima.com/babareg/login/office/,42,No,No,15526337,1,No,-1,100,FALSE,0,1,1,-1,239,125,Yes
5896932,"https://secure.runescape.com-l.cz/m=weblogin/loginform.ws828,548,285,20962298,12",80,No,No,1913228,2,Yes,-1,100,FALSE,0,1,1,-1,397,-34,Yes
5896919,http://kiemtoaniac.net/wordpress/wp-admin/frog/MicrosoftAccount.html,68,No,No,2147483647,1,No,-1,100,FALSE,-1,1,1,-1,445,284,Yes
5896917,https://accounts.matthewjeffery.com/customer_center/Secure125/,62,No,No,445238,1,No,-1,-1,FALSE,0,-1,-1,-1,5284,2385,Yes
5896915,https://accounts.matthewjeffery.com/customer_center/Secure125/myaccount/signin/?country.x=US&locale.x=en_US,107,No,No,445238,1,No,-1,-1,FALSE,0,-1,-1,-1,5284,2385,Yes
5896902,https://matthewjeffery.com/verify/Verification.php,50,No,No,445238,1,No,21,82,TRUE,0,1,1,1,5284,2385,Yes
5896896,https://nabvets53.com/Profile.php,33,No,No,2147483647,1,No,0,95,FALSE,0,1,1,0,76,288,Yes
